date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:15	1709/1709	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2012%20Jun%202023%2013:35:15%20GMT	https://comunidademonster.online/presell1/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min.js?ver=2.1.3	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:16	103990/103990	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2012%20Jun%202023%2013:35:15%20GMT	https://comunidademonster.online/presell1/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=9.3.8.1	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/plugins/pixelyoursite/dist/scripts/publicbb57.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:16	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:16	175736/175736	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2008%20Aug%202023%2021:45:14%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/connect.facebook.net/en_US/fbevents.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:17	38888/38888	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jul%202023%2019:19:25%20GMT	https://comunidademonster.online/presell1/wp-content/uploads/2023/07/sub3.png	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/uploads/2023/07/sub3.png	(from https://comunidademonster.online/presell1/fortune/)
18:45:17	91687/91687	---M-Z	200	added ('OK')	application/javascript	etag:W/%2216627-rYQsBEefTmMRiyX52EbCMDkMEQc%22	https://cdn.jsdelivr.net/npm/notiflix@2.6.0/dist/notiflix-aio-2.6.0.min.js	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/cdn.jsdelivr.net/npm/notiflix@2.6.0/dist/notiflix-aio-2.6.0.min.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:17	77174/77174	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Jul%202023%2020:28:41%20GMT	https://comunidademonster.online/presell1/wp-content/uploads/2023/07/1-472x1024.jpg	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/uploads/2023/07/1-472x1024.jpg	(from https://comunidademonster.online/presell1/fortune/)
18:45:17	80800/80800	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Jul%202023%2020:28:43%20GMT	https://comunidademonster.online/presell1/wp-content/uploads/2023/07/2-474x1024.jpg	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/uploads/2023/07/2-474x1024.jpg	(from https://comunidademonster.online/presell1/fortune/)
18:45:18	111293/111293	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Jul%202023%2020:28:45%20GMT	https://comunidademonster.online/presell1/wp-content/uploads/2023/07/3-595x1024.jpg	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/uploads/2023/07/3-595x1024.jpg	(from https://comunidademonster.online/presell1/fortune/)
18:45:18	70386/70386	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Jul%202023%2020:28:47%20GMT	https://comunidademonster.online/presell1/wp-content/uploads/2023/07/4-476x1024.jpg	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/uploads/2023/07/4-476x1024.jpg	(from https://comunidademonster.online/presell1/fortune/)
18:45:18	75425/75425	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Jul%202023%2020:28:48%20GMT	https://comunidademonster.online/presell1/wp-content/uploads/2023/07/5-462x1024.jpg	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/uploads/2023/07/5-462x1024.jpg	(from https://comunidademonster.online/presell1/fortune/)
18:45:18	18468/18468	---M--	200	added ('OK')	text/css	date:Fri,%2002%20Jun%202023%2016:16:30%20GMT	https://comunidademonster.online/presell1/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.13.4	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/plugins/elementor/assets/lib/animations/animations.mina44d.css	(from https://comunidademonster.online/presell1/fortune/)
18:45:18	4958/4958	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2002%20Jun%202023%2016:16:30%20GMT	https://comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.13.4	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/webpack.runtime.mina44d.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:19	45667/45667	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2002%20Jun%202023%2016:16:30%20GMT	https://comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.13.4	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/frontend-modules.mina44d.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:19	12198/12198	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2002%20Jun%202023%2016:16:30%20GMT	https://comunidademonster.online/presell1/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:19	21438/21438	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2002%20Feb%202023%2014:36:32%20GMT	https://comunidademonster.online/presell1/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-includes/js/jquery/ui/core.min3f14.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:19	40625/40625	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2002%20Jun%202023%2016:16:30%20GMT	https://comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.13.4	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/frontend.mina44d.js	(from https://comunidademonster.online/presell1/fortune/)
18:45:20	48240/48240	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2021:45:18%20GMT	https://comunidademonster.online/presell1/fortune/c	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/fortune/c	(from https://connect.facebook.net/en_US/fbevents.js)
18:45:20	1005607/1005607	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2016:21:29%20GMT	https://comunidademonster.online/presell1/wp-content/uploads/2023/06/a4148f47-57d7-48e5-9930-fe4844c05385.jpg	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/wp-content/uploads/2023/06/a4148f47-57d7-48e5-9930-fe4844c05385.jpg	(from https://comunidademonster.online/presell1/wp-content/uploads/elementor/css/post-364.css?ver=1690311609)
18:45:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Aug%202023%2021:45:19%20GMT	https://comunidademonster.online/presell1/fortune/b	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/fortune/b	(from https://connect.facebook.net/en_US/fbevents.js)
18:45:21	48246/48246	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2021:45:19%20GMT	https://comunidademonster.online/presell1/fortune/POST	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/fortune/POST	(from https://connect.facebook.net/en_US/fbevents.js)
18:45:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Aug%202023%2021:45:19%20GMT	https://comunidademonster.online/presell1/fortune/a	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/fortune/a	(from https://connect.facebook.net/en_US/fbevents.js)
18:45:22	48263/48263	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2021:45:20%20GMT	https://comunidademonster.online/presell1/fortune/schema.org/	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/fortune/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
18:45:22	48206/48206	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2021:45:20%20GMT	https://comunidademonster.online/signals/iwl.js	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
18:45:22	48264/48264	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2021:45:20%20GMT	https://comunidademonster.online/presell1/fortune/-negative.svg	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/fortune/-negative.svg	(from https://comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.13.4)
18:45:23	48249/48249	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2021:45:21%20GMT	https://comunidademonster.online/presell1/fortune/OPR/	C:/Users/duard/Downloads/FORTUNE%20TIGER%201.0/dfsdfsdfs/comunidademonster.online/presell1/fortune/OPR/index.html	(from https://comunidademonster.online/presell1/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.13.4)
